Language submitted in:,1. How happy do you feel right now?,2. How satisfied are you with your life in general?,3. How anxious did you feel yesterday?,4. How satisfied are you with Somerville as a place to live?,5. How satisfied are you with your neighborhood?,6. How proud are you to be a Somerville resident?,7a. How would you rate the availability of information about city services?,7b. How would you rate the cost of housing?,7c. How would you rate the overall quality of public schools?,7d. How would you rate your trust in the local police?,7e. How would you rate the maintenance of streets and sidewalks?,7f. How would you rate the availability of social community events?,8. How satisfied are you with the quality and number of transportation options available to you?,9. How safe do you feel walking in your neighborhood at night?,10. How satisfied are you with the appearance of parks and squares in your neighborhood?,11. How satisfied are you with the beauty or physical setting of your neighborhood?,1. What is your gender,2. Age?,3. What language(s) do you speak at home?,4. What is your race or ethnicity?,5. Do you have children age 18 or younger who live with you?,6. Describe your housing status in Somerville.,7. Do you plan to move away from Somerville in the next two years?,8 How long have you lived here?,9. What is your annual household income?,10. Are you a student?
English,10,8,10,8,8,8,3,3,,3,4,4,8,8,8,8,Female,25-34,English,White,false,Rent,false,Less than a year,"$100,000 to $149,999",false
English,10,8,6,9,8,9,3,2,5,5,5,5,8,9,9,7,Female,45-54,English,Asian,false,Rent,false,4-7 years,"$50,000 to 74,999",true
Portugese,8,9,9,8,9,7,3,3,3,3,4,3,7,9,9,9,Male,25-34,English,White,false,Rent,true,Less than a year,"$10,000 to $24,999",true
English,,,,,,,,,,,,,,,,,Female,65-74,English,White,false,Rent,false,21 years or more,"Less than $10,000",false
English,10,10,10,8,8,6,5,4,,5,3,5,9,8,10,8,Female,35-44,English,White,false,Own,false,4-7 years,"$150,000 or more",false
English,9,9,10,8,9,9,5,1,3,4,4,4,8,8,9,9,Male,75 or older,English,White,false,Rent,false,21 years or more,"$10,000 to $24,999",false
English,8,8,10,8,8,8,3,2,4,3,2,3,7,7,8,8,Female,75 or older,,White,false,Own,false,21 years or more,"$75,000 to $99,999",false
English,6,8,4,5,9,7,5,3,3,5,3,5,9,4,6,9,Female,75 or older,English,White,false,Senior,false,21 years or more,"$10,000 to $24,999",false
English,4,4,3,7,7,9,4,1,3,3,3,5,7,8,8,8,Male,35-44,English,White,false,Rent,false,4-7 years,"$100,000 to $149,999",false
,6,5,4,7,6,6,3,1,4,1,2,3,4,9,7,7,Female,25-34,English,White,false,Rent,true,1-3 years,"$10,000 to $24,999",false
English,8,8,5,8,8,8,3,2,3,4,4,4,9,8,9,7,Female,18-24,English,White,false,Rent,false,1-3 years,"$100,000 to $149,999",false
English,9,8,4,9,8,8,4,2,,1,5,5,7,7,10,10,Female,25-34,English,White,false,Rent,false,1-3 years,"$10,000 to $24,999",true
English,7,7,7,8,10,8,4,1,3,5,3,5,8,8,8,8,Female,55-64,English,White,false,Own,false,21 years or more,"$100,000 to $149,999",false
English,7,7,5,6,6,5,2,2,3,4,3,2,8,2,6,4,Female,18-24,English,White,false,Rent,true,Less than a year,"$50,000 to 74,999",true
English,10,10,10,8,6,8,1,3,,4,1,,1,5,8,8,Male,35-44,English,White,false,Rent,true,1-3 years,"$25,000 to $49,999",false
English,8,9,4,9,9,9,4,3,2,3,4,4,7,9,7,9,Female,35-44,English,Asian,false,Own,false,11-15 years,,false
English,7,7,5,9,9,9,5,1,3,3,3,5,6,9,9,8,Male,35-44,English,White,false,Rent,true,8-10 years,"$100,000 to $149,999",false
English,7,9,8,10,10,10,4,2,4,4,4,5,9,7,8,8,Female,35-44,English;Russian,White,true,Own,false,8-10 years,"$75,000 to $99,999",false
English,8,8,7,6,8,7,5,1,3,5,3,5,4,8,9,8,Female,35-44,English,White,true,Rent,true,11-15 years,,false
,9,9,7,9,7,10,3,3,3,5,4,4,9,7,9,7,Female,65-74,English,White,false,Own,false,21 years or more,"$75,000 to $99,999",false
English,8,9,9,9,9,8,5,4,3,3,4,5,8,9,9,8,Male,55-64,English,,false,Own,false,4-7 years,"$150,000 or more",false
English,5,4,4,6,8,8,3,1,3,2,3,5,3,4,10,9,Female,35-44,English,White,false,Rent,false,8-10 years,"$100,000 to $149,999",false
English,9,10,5,8,9,9,4,1,3,4,3,5,7,9,9,10,Male and Female,25-34,English,White,false,Rent,true,4-7 years,"$150,000 or more",false
English,8,8,7,9,9,9,5,2,3,4,5,5,8,10,10,8,Female,25-34,English,White,false,Rent,false,4-7 years,"$50,000 to 74,999",false
English,10,10,10,5,5,5,3,1,,3,3,,8,5,5,5,Female,65-74,,White,false,,,21 years or more,,false
English,10,10,9,10,10,10,5,3,4,4,4,5,9,10,9,9,Male,55-64,English,White,false,Own,false,21 years or more,"$100,000 to $149,999",false
English,8,7,3,10,10,10,3,1,3,3,1,2,4,5,2,4,Female,65-74,English,White,false,Own,false,21 years or more,"Less than $10,000",false
English,8,9,10,10,8,,3,3,,3,3,3,4,6,6,4,Male,55-64,English;Spanish,Hispanic/Latino;White,false,Own,false,,,false
English,8,9,6,6,8,6,5,2,2,2,3,5,10,10,5,5,Female,55-64,English,White,true,Own,false,4-7 years,"$50,000 to 74,999",false
English,10,10,10,10,10,10,5,5,5,5,5,5,8,8,10,10,Female,75 or older,English,White;Italian,false,Rent,false,21 years or more,"$10,000 to $24,999",false
English,9,9,9,9,9,9,5,2,4,4,3,4,9,9,9,9,Male,35-44,English,White,false,Rent,false,4-7 years,"$150,000 or more",
English,8,8,8,9,9,9,2,3,,3,2,5,3,8,4,5,,25-34,English;Spanish;Chinese,Asian;Hispanic/Latino;White,false,Rent,true,1-3 years,"$50,000 to 74,999",false
English,10,10,10,1,1,1,1,1,1,5,1,5,1,1,1,1,Male,45-54,English,White,false,Rent,true,4-7 years,"$25,000 to $49,999",false
English,10,10,10,10,8,10,5,3,5,5,2,5,10,10,10,7,Female,45-54,English,Asian,true,Own,false,11-15 years,"$150,000 or more",false
English,1,2,4,4,1,8,2,1,4,5,1,2,4,7,2,8,Male,55-64,English,,false,Rent,false,16-20 years,"$25,000 to $49,999",false
English,8,8,6,8,8,9,5,3,,5,5,5,8,8,9,9,Male,25-34,English,White,false,Rent,false,11-15 years,"$150,000 or more",false
English,7,9,6,8,9,9,4,1,4,4,4,5,4,9,3,3,Female,55-64,English,White,false,Rent,false,21 years or more,"$25,000 to $49,999",false
English,6,8,5,9,8,10,4,2,4,4,3,4,6,9,9,6,Female,35-44,English,White,true,Own,false,11-15 years,"$150,000 or more",false
English,8,8,5,9,9,9,5,1,4,4,3,5,9,8,9,8,Female,65-74,,White,false,Rent,false,8-10 years,"$25,000 to $49,999",false
English,3,4,2,7,7,6,5,1,,2,4,,8,9,9,8,,35-44,English,White,false,Own,false,4-7 years,"$100,000 to $149,999",false
English,8,8,5,9,9,8,4,2,,3,3,4,6,6,6,7,Female,25-34,English,Hispanic/Latino;White,false,Rent,false,Less than a year,,false
English,6,6,4,8,8,7,4,1,3,3,3,5,8,9,7,7,I don't believe in the social construct of gender,35-44,English,White,false,Rent,false,4-7 years,"$25,000 to $49,999",false
English,7,8,9,7,7,7,5,1,4,3,2,5,6,9,8,6,Female,35-44,English,White,true,Rent,false,4-7 years,"$150,000 or more",false
English,7,6,7,7,8,6,4,1,2,4,3,3,1,10,9,8,Female,25-34,English,White,true,Own,true,4-7 years,"$150,000 or more",false
English,10,10,10,10,7,10,5,2,4,5,5,5,10,6,10,7,Female,35-44,English,White,true,Own,false,8-10 years,"$150,000 or more",false
English,7,7,6,5,4,5,4,1,,4,4,3,3,5,2,3,Female,45-54,English,White,false,Own,false,21 years or more,"$25,000 to $49,999",false
English,8,8,7,9,9,9,3,1,3,3,2,5,7,9,6,8,Female,25-34,English,Hispanic/Latino;White,false,Rent,true,1-3 years,"$75,000 to $99,999",false
Haitian Creole,9,7,9,9,8,8,4,4,4,4,4,2,9,8,9,9,Female,55-64,English;Haitian Creole,Black/African American,true,Rent,false,21 years or more,,false
English,8,7,4,7,6,8,5,1,4,5,3,5,9,5,9,6,Female,25-34,English,Hispanic/Latino,false,Rent,false,21 years or more,"$50,000 to 74,999",false
English,10,10,10,10,10,10,5,,5,5,5,5,10,10,9,9,,,,White,,Own,false,21 years or more,,
English,10,9,10,10,10,9,4,4,,4,2,4,9,8,9,7,Female,25-34,English,White,false,Rent,false,1-3 years,"$50,000 to 74,999",false
English,10,10,7,10,10,10,5,2,,4,4,4,7,9,8,7,Female,25-34,English,White,false,Rent,,4-7 years,"$100,000 to $149,999",false
English,8,8,8,9,9,10,5,2,3,4,3,5,9,9,8,7,Female,25-34,English,White,false,Rent,false,1-3 years,,false
English,9,9,10,9,9,9,4,3,4,5,2,5,9,10,8,7,Male,45-54,English,White,true,Own,false,21 years or more,"$150,000 or more",false
English,3,2,2,6,6,3,3,2,,4,1,4,10,8,7,8,Female,25-34,English,White,false,Rent,true,1-3 years,"$150,000 or more",false
English,4,3,3,4,4,3,4,1,4,3,3,2,2,8,4,2,Female,25-34,English;Spanish,central american,true,Rent,true,21 years or more,"Less than $10,000",false
Portugese,6,5,3,8,6,9,3,1,5,4,5,5,9,9,9,6,Female,25-34,English,White,false,Rent,,1-3 years,"$25,000 to $49,999",false
English,8,7,4,8,8,9,5,2,4,4,5,5,9,10,9,7,Male,35-44,English,White,false,Rent,,4-7 years,"$50,000 to 74,999",false
English,8,9,9,8,7,8,3,4,3,3,2,4,8,5,7,6,Male,25-34,English,White,false,Own,false,Less than a year,"$100,000 to $149,999",
English,8,9,10,8,8,8,4,2,3,3,2,5,9,9,9,7,Female,25-34,English,White,false,Rent,false,4-7 years,"$100,000 to $149,999",false
English,10,10,10,8,8,9,4,2,,5,4,4,10,10,9,9,Female,25-34,English,White,false,Rent,false,4-7 years,"$50,000 to 74,999",false
English,9,9,9,9,9,10,4,4,,4,1,5,9,9,7,7,Female,25-34,English;Hindi,Asian,false,Rent,true,1-3 years,,false
English,4,3,4,8,7,6,4,1,,4,4,4,3,7,8,6,Female,65-74,English,White,false,Own,false,16-20 years,"$75,000 to $99,999",false
English,8,8,,10,10,10,5,4,5,5,4,5,9,6,9,9,Female,65-74,English,White,false,Own,false,21 years or more,"$50,000 to 74,999",false
English,8,8,6,8,9,8,3,1,3,3,4,4,8,9,9,9,Male,25-34,English,White,false,Rent,false,4-7 years,"$75,000 to $99,999",false
Spanish,8,9,8,8,9,7,4,1,3,3,4,5,8,8,8,8,Female,25-34,English,White,false,Rent,false,1-3 years,"$75,000 to $99,999",false
English,7,8,4,8,9,9,4,2,4,3,3,5,8,8,8,8,Female,25-34,English,White,false,,false,4-7 years,"$10,000 to $24,999",false
English,9,8,9,10,10,6,5,2,3,4,4,5,7,4,10,10,Female,65-74,English,White,false,Own,false,21 years or more,"$25,000 to $49,999",false
English,6,7,4,7,7,8,4,2,,4,3,4,5,8,8,7,Female,25-34,English,White,false,Rent,true,1-3 years,"$100,000 to $149,999",false
English,8,7,8,7,7,6,3,1,4,3,1,3,4,6,7,6,Male,25-34,English,Asian,false,Rent,true,1-3 years,"$75,000 to $99,999",
English,4,8,6,3,8,6,4,1,2,3,4,4,7,9,9,7,Female,45-54,Portugese,White,,,,21 years or more,"$75,000 to $99,999",false
English,7,8,4,9,9,10,5,3,4,3,4,5,7,9,9,9,Male,35-44,English,White,false,Rent,false,11-15 years,"$150,000 or more",false
English,8,8,3,7,10,6,5,1,3,2,2,5,4,8,5,3,Female,45-54,English,White,true,Own,false,21 years or more,"$25,000 to $49,999",false
English,5,5,4,5,10,10,5,3,5,5,3,3,10,6,6,10,Female,65-74,English,White,false,Own,false,21 years or more,"$25,000 to $49,999",false
English,7,7,7,10,10,10,5,3,,5,4,5,6,7,7,6,Female,55-64,English,Asian;White,false,Own,false,1-3 years,"$150,000 or more",true
English,7,7,7,8,8,8,4,1,3,3,4,4,7,8,8,8,Male,55-64,English;Haitian Creole;French,White,true,Own,false,16-20 years,"$75,000 to $99,999",false
English,8,8,8,10,10,9,4,3,3,4,4,4,7,9,9,9,Female,35-44,English,White,false,Rent,false,4-7 years,"$150,000 or more",
Spanish,6,8,8,10,8,10,5,1,3,2,1,4,3,5,2,1,Male,45-54,English,Hispanic/Latino,true,Own,false,21 years or more,"$25,000 to $49,999",false
English,7,7,5,8,5,10,4,3,3,4,3,5,5,8,1,3,Female,45-54,English,White,true,Own,false,16-20 years,"$75,000 to $99,999",false
English,9,8,8,7,8,8,,4,3,3,4,4,4,6,8,7,Female,18-24,English,White,false,Rent,true,Less than a year,"$25,000 to $49,999",false
English,9,9,7,9,9,9,5,2,3,4,3,5,8,10,9,9,Female,25-34,English,White,false,Rent,true,1-3 years,"$50,000 to 74,999",false
English,8,8,7,9,9,9,4,2,,4,4,5,6,8,10,7,Both checked,18-24,English,White,false,Rent,false,1-3 years,"$75,000 to $99,999",false
English,6,8,9,7,9,9,2,1,3,4,2,4,8,9,2,2,Male,55-64,English,White,false,Own,,21 years or more,,false
English,6,8,4,8,9,9,5,2,4,5,5,5,10,10,10,10,Female,35-44,English,White,false,Rent,false,4-7 years,"$100,000 to $149,999",false
English,7,8,4,7,8,6,4,2,,3,2,4,6,7,7,5,Both checked,35-44,English,White,true,Own,true,4-7 years,"$150,000 or more",true
English,,10,1,10,,10,,,,,,,10,1,1,10,,75 or older,,White,false,Rent,false,21 years or more,"Less than $10,000",false
English,9,9,9,10,10,10,5,3,3,5,5,5,10,10,10,9,Female,55-64,,White,false,Own,false,11-15 years,"$75,000 to $99,999",false
English,4,4,7,6,5,5,4,1,3,3,3,3,5,3,3,2,Female,25-34,English,White,false,Rent,true,Less than a year,"$50,000 to 74,999",false
English,7,8,8,8,9,10,4,1,3,5,4,5,9,10,8,8,Female,25-34,English,White,false,Rent,false,8-10 years,"$150,000 or more",false
English,10,10,8,8,7,8,4,1,2,3,1,3,7,7,4,3,Male,25-34,English;Spanish,White,false,Rent,false,,"$75,000 to $99,999",false
English,9,9,4,9,8,10,4,3,4,5,4,5,9,8,9,9,Female,55-64,English,White,false,Own,false,16-20 years,"$150,000 or more",false
English,10,10,9,10,9,10,4,3,2,4,3,5,7,9,7,7,Male,35-44,English,White,false,Own,false,11-15 years,"$150,000 or more",false
English,8,8,10,1,1,1,1,1,3,1,1,,,1,6,1,Female,45-54,English,,true,Rent,true,21 years or more,,false
English,6,8,7,8,9,10,4,1,4,4,3,4,7,9,8,8,Male,25-34,English,White,false,Own,false,4-7 years,"$75,000 to $99,999",false
English,8,7,8,8,8,8,2,1,3,2,4,5,9,10,8,7,Male,35-44,English,White,false,Rent,false,8-10 years,"$50,000 to 74,999",true
English,10,10,10,10,8,10,5,3,4,5,5,5,9,10,10,7,Female,25-34,English,White,false,Own,,4-7 years,"$100,000 to $149,999",false
English,10,10,10,10,10,10,5,4,5,5,5,5,9,10,10,10,Female,65-74,English,White,false,Own,false,1-3 years,"$25,000 to $49,999",false
,3,3,8,8,6,10,4,1,4,2,3,5,6,8,8,1,Female,18-24,English,,false,Rent,false,1-3 years,"$50,000 to 74,999",false
English,8,9,4,8,8,9,5,3,4,4,2,4,7,8,9,6,Male,25-34,English,White,false,Own,false,1-3 years,"$100,000 to $149,999",false
English,9,9,7,9,9,9,5,4,4,4,4,4,8,8,9,8,Female,45-54,English,Black/African American,false,Own,false,4-7 years,"$150,000 or more",false
English,8,8,6,8,8,8,4,3,4,4,5,5,8,9,6,7,Male,55-64,,White,false,Rent,false,11-15 years,"$50,000 to 74,999",false
Spanish,9,9,8,9,9,9,4,3,3,4,2,4,9,8,8,8,Female,55-64,English;Spanish,Hispanic/Latino,true,Rent,,8-10 years,"$10,000 to $24,999",true
English,6,6,8,6,6,6,3,2,3,3,3,3,5,6,4,6,Female,35-44,English,Asian,true,Own,true,4-7 years,"$150,000 or more",false
English,8,9,7,10,10,10,4,2,4,5,3,5,8,9,9,7,Female,25-34,English,White,false,Own,false,8-10 years,"$100,000 to $149,999",false
English,7,5,8,7,7,4,3,1,3,4,1,5,4,8,7,5,Male,35-44,English,White,false,Rent,true,1-3 years,"$50,000 to 74,999",false
English,10,10,7,8,10,10,4,2,3,4,4,5,6,8,8,7,Male,25-34,English,,false,Rent,true,Less than a year,"$75,000 to $99,999",false
English,5,8,2,8,8,8,3,4,4,4,4,4,10,10,10,8,Male,75 or older,Cantonese,Asian,false,Rent,true,21 years or more,"$25,000 to $49,999",false
English,7,8,9,7,4,8,2,2,3,4,1,5,4,6,4,1,Female,45-54,English,,false,Own,,11-15 years,,
English,9,8,6,10,10,9,5,2,4,4,5,4,8,9,10,9,Male,45-54,,White,true,Own,false,21 years or more,"$50,000 to 74,999",false
English,5,6,5,8,7,10,4,2,3,4,5,5,7,8,2,6,Female,55-64,English,White,false,Own,false,4-7 years,"$150,000 or more",false
English,8,9,10,10,10,10,4,1,4,5,5,5,3,10,9,9,Female,55-64,English;Italian,White,false,Own,false,21 years or more,"$75,000 to $99,999",false
,,,,7,5,7,4,1,,4,3,3,4,,3,3,Female,45-54,English,White,false,Own,false,21 years or more,"$25,000 to $49,999",false
English,6,10,3,10,10,10,5,2,3,5,3,5,10,6,7,6,Female,35-44,English,White,true,Own,false,4-7 years,"$150,000 or more",false
English,5,6,8,7,7,6,4,2,4,4,4,4,8,6,8,7,Female,18-24,English,White,false,Rent,true,Less than a year,"$150,000 or more",false
English,5,5,1,10,8,10,5,,,5,4,4,10,7,8,9,Female,65-74,English,White,false,Rent,false,21 years or more,"Less than $10,000",false
English,8,9,8,9,8,9,4,1,4,4,3,4,9,9,8,6,Male,45-54,English,White,false,Own,false,11-15 years,"$150,000 or more",false
English,8,9,9,9,9,9,5,2,3,4,4,5,8,9,9,6,Female,55-64,English,White,false,Own,false,21 years or more,"$75,000 to $99,999",false
English,6,7,9,8,8,10,4,1,3,3,3,5,9,10,8,8,Female,25-34,English,White,false,Own,false,4-7 years,"$100,000 to $149,999",false
English,8,8,4,9,9,10,4,2,3,4,2,4,8,7,9,8,Female,35-44,English,White,false,Own,false,1-3 years,"$75,000 to $99,999",false
English,8,9,8,8,9,9,4,2,4,4,4,4,4,9,8,7,Male,55-64,English,White,false,Rent,true,,"$75,000 to $99,999",
English,3,10,10,8,6,10,5,1,3,5,3,5,1,9,10,10,Female,55-64,English,Black/African American,false,Rent,false,4-7 years,"$10,000 to $24,999",false
English,8,8,6,8,8,9,4,2,4,4,4,4,8,8,8,8,Female,35-44,English,White,true,Rent,false,4-7 years,"$100,000 to $149,999",false
English,9,10,5,7,10,8,3,1,,3,3,5,10,10,10,9,Female,25-34,English,White,false,Rent,false,1-3 years,"$25,000 to $49,999",false
,10,10,10,10,10,10,4,,5,5,4,4,10,9,9,9,Male,45-54,,Asian,false,Own,false,21 years or more,"$25,000 to $49,999",false
English,7,9,2,10,8,8,4,2,4,4,5,3,10,7,7,9,Female,65-74,English,White,false,Own,false,21 years or more,"$50,000 to 74,999",false
English,8,10,4,8,10,8,4,1,3,5,5,5,9,10,9,9,Female,25-34,English,White,false,Rent,true,1-3 years,"$150,000 or more",false
English,8,9,5,8,9,9,5,1,,4,4,5,10,9,6,7,Female,35-44,English,White,false,Rent,true,4-7 years,"$150,000 or more",false
English,10,10,7,10,9,10,3,2,4,5,5,3,10,10,10,10,Female,35-44,English,White,false,Rent,false,1-3 years,"$25,000 to $49,999",false
English,9,9,8,6,6,7,4,2,3,4,4,4,6,8,8,5,Female,25-34,English,White,true,Rent,true,8-10 years,"$150,000 or more",false
English,8,8,8,7,8,6,4,3,3,3,3,4,3,9,9,9,Male,18-24,English,White,false,Rent,true,Less than a year,,false
English,7,9,7,1,1,1,1,1,2,3,1,3,10,4,1,1,Female,35-44,English,White;Italian,true,Own,true,21 years or more,,false
English,1,10,10,1,1,1,4,1,1,5,1,3,1,5,1,1,Female,55-64,English,White,false,Own,true,21 years or more,"$100,000 to $149,999",false
English,9,7,7,10,8,10,5,3,4,3,3,5,10,7,9,8,Female,35-44,English,White,false,Own,false,11-15 years,,false
English,8,9,10,10,10,8,3,1,,4,4,5,9,6,8,8,Both checked,25-34,English,,false,Rent,false,1-3 years,,false
English,8,7,8,8,8,6,4,2,4,3,3,4,7,9,8,7,Male,25-34,English,White,false,Rent,false,1-3 years,"$25,000 to $49,999",true
English,8,8,5,9,9,9,3,1,4,3,3,3,10,8,9,9,Both checked,55-64,English,Asian,true,Own,false,11-15 years,,false
English,10,9,7,10,10,10,5,4,5,4,5,5,5,7,10,8,Female,45-54,English,White,,Own,false,11-15 years,"$100,000 to $149,999",false
English,8,9,10,8,7,8,5,4,4,4,4,5,10,8,7,7,Male,45-54,English,White,true,Own,false,16-20 years,"$150,000 or more",false
English,7,7,8,8,8,6,,2,,3,3,,9,7,7,7,Female,25-34,,Asian,false,Rent,,Less than a year,,false
English,8,8,7,8,8,9,4,3,3,3,4,4,8,9,9,8,Female,35-44,English,White,false,Own,false,8-10 years,"$100,000 to $149,999",false
English,7,8,3,8,8,9,5,1,4,3,4,4,8,8,9,8,Female,55-64,English,White,false,Own,false,21 years or more,"$150,000 or more",false
English,8,8,5,9,8,10,4,1,3,3,3,4,8,9,9,8,Male,35-44,English,White,false,Own,false,8-10 years,"$150,000 or more",false
English,6,8,3,8,6,6,5,2,,,1,3,2,4,4,4,Female,25-34,Chinese,Asian,false,Own,false,Less than a year,"$100,000 to $149,999",false
English,8,8,4,9,8,8,5,2,3,4,4,5,7,8,9,8,Male,25-34,English,White,false,Rent,false,4-7 years,"$75,000 to $99,999",false
English,9,9,7,9,9,9,4,2,,4,4,5,9,9,9,8,Female,25-34,English,White,false,Rent,,1-3 years,,
English,5,4,9,7,7,5,3,1,3,3,5,4,7,9,9,7,Male,25-34,English,White,false,Rent,false,4-7 years,"$10,000 to $24,999",true
English,9,9,8,8,7,8,5,2,4,2,4,5,10,10,10,9,Female,18-24,English,White,false,Rent,true,1-3 years,"Less than $10,000",true
English,9,8,1,9,9,9,4,2,3,4,5,5,9,6,8,9,Male,75 or older,English,White,false,Own,false,21 years or more,,false
English,9,9,7,7,7,8,3,1,4,3,3,4,9,7,6,6,Female,35-44,English,White,true,Rent,false,21 years or more,"$100,000 to $149,999",true
English,8,8,8,8,8,8,4,3,3,3,2,5,9,8,9,7,Male,25-34,English,White,false,Rent,false,4-7 years,"$100,000 to $149,999",false
English,7,7,8,6,4,6,4,2,,4,3,,8,8,8,2,Male,75 or older,English,White,false,Rent,false,11-15 years,"$25,000 to $49,999",
English,8,9,8,9,9,9,5,2,3,4,4,5,7,7,9,8,Female,65-74,English,White,false,Own,false,21 years or more,"$75,000 to $99,999",
English,8,9,9,10,10,8,4,2,3,3,3,4,8,7,7,8,Female,35-44,English,Asian,true,Own,false,16-20 years,"$150,000 or more",false
English,8,8,10,8,9,8,5,3,3,5,3,5,9,8,9,9,Male,75 or older,English,White,false,Own,false,21 years or more,"$75,000 to $99,999",
English,6,6,4,8,7,9,5,4,3,4,2,4,7,7,8,6,Male,45-54,English,White,false,Own,false,21 years or more,"$100,000 to $149,999",false
English,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,,18-24,Swahili,,true,,true,21 years or more,"$150,000 or more",true
English,10,10,1,10,10,,5,5,5,5,5,5,10,10,10,10,Male,75 or older,Italian,White,false,Own,false,21 years or more,"$25,000 to $49,999",false
English,9,7,10,8,10,10,5,1,2,5,5,5,6,6,10,10,Female,35-44,English;Italian,White,true,Rent,true,11-15 years,"$25,000 to $49,999",false
English,10,10,10,10,9,9,5,4,,5,4,5,10,8,8,8,Female,65-74,English,White,false,Own,false,16-20 years,,false
English,9,9,8,8,8,10,5,2,3,5,3,4,9,8,7,6,Female,35-44,English,White,false,Rent,,11-15 years,"$100,000 to $149,999",false
English,8,9,4,8,8,8,4,2,3,3,4,4,,,,,,,,,,,,,,
English,10,10,10,10,10,10,5,5,,5,5,5,10,10,10,10,Female,55-64,English,White,false,Own,false,21 years or more,"$100,000 to $149,999",
English,4,4,5,9,9,8,4,3,,4,3,4,9,9,8,8,Female,25-34,English,White,false,Rent,false,1-3 years,"$50,000 to 74,999",false
English,10,10,10,10,10,10,5,5,5,5,5,5,10,10,10,10,Male,55-64,Portugese,Hispanic/Latino,false,Own,false,21 years or more,"$25,000 to $49,999",false
English,6,6,6,6,6,6,3,3,3,3,3,3,6,6,6,6,Male,65-74,,White,false,,false,21 years or more,"$50,000 to 74,999",false
English,8,9,9,7,8,7,3,2,3,3,5,5,7,9,9,7,Female,25-34,English,Black/African American,false,Rent,true,1-3 years,"$75,000 to $99,999",false
English,8,9,10,10,10,7,,2,,,4,4,7,9,10,10,Female,25-34,English,White,false,Rent,false,1-3 years,"$100,000 to $149,999",
English,7,8,4,8,6,5,5,2,,4,2,4,9,8,6,3,Female,25-34,English,White,false,Rent,false,Less than a year,"$75,000 to $99,999",false
English,8,9,9,9,10,7,3,5,3,5,4,3,7,10,8,7,Male,65-74,English,White,false,Own,,21 years or more,"$100,000 to $149,999",false
English,9,9,6,6,6,6,3,2,3,4,1,3,4,8,5,3,Male,25-34,English,White,false,Rent,false,1-3 years,"$150,000 or more",false
English,10,10,10,10,10,10,4,4,4,5,5,5,10,10,10,10,Female,25-34,English,White,false,Rent,false,1-3 years,"$50,000 to 74,999",false
English,6,6,4,9,9,9,4,2,,4,3,,5,8,8,8,Male,45-54,English,Hispanic/Latino,false,Own,false,16-20 years,"$75,000 to $99,999",false
English,10,7,7,10,6,,5,1,,4,1,5,7,8,7,4,Female,55-64,English,Asian,false,Own,false,16-20 years,"$150,000 or more",false
,8,10,10,10,6,,5,1,,4,1,5,7,9,7,4,Male,75 or older,English,White,false,Own,false,16-20 years,"$150,000 or more",false
English,6,5,3,8,7,9,5,4,3,4,2,5,7,7,6,6,Male,45-54,English,White,false,Own,false,21 years or more,"$100,000 to $149,999",false
English,10,10,9,10,10,10,5,4,4,4,4,5,10,10,9,9,Male,55-64,English,White,false,Own,,11-15 years,"$150,000 or more",false
English,7,9,3,9,9,9,5,1,5,4,4,5,10,9,9,7,Male,35-44,English,White,true,Own,false,8-10 years,"$150,000 or more",false
English,6,6,3,9,9,10,5,5,5,5,5,5,8,8,9,9,Male,55-64,English,White,false,Rent,false,4-7 years,"$10,000 to $24,999",false
English,9,9,9,10,10,10,5,3,3,4,3,5,10,10,10,8,Female,45-54,,White,false,Own,false,16-20 years,"$100,000 to $149,999",false
English,6,7,6,7,7,8,4,2,3,4,3,4,7,7,7,6,Male,25-34,English,White,false,Rent,false,4-7 years,"$50,000 to 74,999",false
English,10,10,9,10,8,10,4,3,5,5,5,5,1,7,8,10,Female,65-74,English,White,false,Own,true,21 years or more,"$150,000 or more",false
English,8,9,8,8,8,7,4,3,4,4,4,5,8,10,8,10,Male,35-44,English,White,true,Own,false,1-3 years,"$150,000 or more",false
English,10,8,10,9,10,10,5,2,3,5,3,5,10,10,7,9,Female,65-74,"English;Italian, Swedish",,true,Own,false,,"$150,000 or more",
,7,9,10,10,10,10,5,2,4,5,3,4,5,3,7,8,Male,25-34,English,Asian,false,Rent,false,4-7 years,,false
English,10,10,10,10,10,,5,1,2,4,5,5,9,10,10,10,Male,65-74,,,false,Own,false,21 years or more,"$50,000 to 74,999",false
English,8,10,7,9,9,10,5,3,4,4,3,5,9,9,9,8,Female,45-54,English,White,true,Own,false,16-20 years,"$150,000 or more",false
English,5,5,3,10,5,10,5,3,3,5,5,5,10,5,10,5,Female,75 or older,,White,false,Own,false,21 years or more,"$10,000 to $24,999",
English,7,8,4,10,10,10,5,,,4,3,4,10,7,10,8,Female,75 or older,English,White,false,Own,false,21 years or more,"$75,000 to $99,999",false
English,6,6,6,7,7,7,4,1,,4,2,5,4,7,7,5,Female,35-44,English,White,false,Rent,false,4-7 years,"$75,000 to $99,999",
English,10,10,9,10,10,10,5,5,5,5,5,5,10,10,10,10,Male,65-74,Cantonese,Asian,false,Own,false,21 years or more,"Less than $10,000",false
English,10,10,10,10,10,10,5,5,3,5,3,5,10,10,10,10,Female,65-74,English,White,false,Own,false,21 years or more,"$75,000 to $99,999",false
